rank,naics_code,entity_name,matrix_industry_code,matrix_industry_title,mapping_type,mapping_note,occupation_coverage_share_pct,frontline_operator_share_pct,knowledge_work_share_pct,workflow_intensity,documentation,coordination,compliance,care_service,top_occupation_1,top_occupation_2,top_occupation_3
650,336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,336400,Aerospace product and parts manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,79.1,52.7,37.5,61.5,70.4,69.3,75.0,48.9,"Aircraft structure, surfaces, rigging, and systems assemblers (5.4%)",Aerospace engineers (4.7%),Software developers (4.5%)
651,335931,Current‑Carrying Wiring Device Manufacturing,335900,Other electrical equipment and component manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,63.1,67.5,21.6,69.5,68.1,69.0,72.6,51.8,"Inspectors, testers, sorters, samplers, and weighers (3.9%)",First-line supervisors of production and operating workers (3.8%),"Extruding and drawing machine setters, operators, and tenders, metal and plastic (3.1%)"
652,331523,Nonferrous Metal Die-Casting Foundries,331500,Foundries,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,91.9,87.6,7.3,78.0,63.5,64.6,72.0,50.4,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic (13.0%)","Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic (8.3%)",Foundry mold and coremakers (8.2%)
653,314994,"Rope, Cordage, Twine, Tire Cord, and Tire Fabric Mills",314000,Textile product mills,broad_parent,BLS matrix only publishes a broader parent line for this industry.,86.7,89.6,4.7,77.8,59.6,62.4,66.0,51.3,Sewing machine operators (24.7%),"Textile winding, twisting, and drawing out machine setters, operators, and tenders (5.9%)",First-line supervisors of production and operating workers (4.6%)
654,212322,Industrial Sand Mining,212300,Nonmetallic mineral mining and quarrying,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,92.9,91.6,2.2,81.8,63.0,69.2,75.1,57.1,"Excavating and loading machine and dragline operators, surface mining (15.4%)",Heavy and tractor-trailer truck drivers (10.0%),Operating engineers and other construction equipment operators (9.9%)
655,331512,Steel Investment Foundries,331500,Foundries,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,91.9,87.6,7.3,78.0,63.5,64.6,72.0,50.4,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic (13.0%)","Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic (8.3%)",Foundry mold and coremakers (8.2%)
656,331222,Steel Wire Drawing,331200,Steel product manufacturing from purchased steel,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,90.5,87.0,6.7,78.4,64.9,65.7,72.4,52.6,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic (7.3%)",First-line supervisors of production and operating workers (5.8%),"Multiple machine tool setters, operators, and tenders, metal and plastic (5.5%)"
657,486910,Pipeline Transportation of Refined Petroleum Products,486900,Other pipeline transportation,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,76.8,84.9,8.6,77.6,65.1,66.7,75.1,50.4,"Petroleum pump system operators, refinery operators, and gaugers (28.5%)",Heavy and tractor-trailer truck drivers (12.4%),Industrial machinery mechanics (6.8%)
658,811420,Reupholstery and Furniture Repair,811400,Personal and household goods repair and maintenance,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,90.9,91.4,1.4,80.3,63.4,65.4,68.3,52.0,Home appliance repairers (14.2%),Motorboat mechanics and service technicians (6.5%),General and operations managers (5.9%)
659,115310,Support Activities for Forestry,115000,Support activities for agriculture and forestry,broad_parent,BLS matrix only publishes a broader parent line for this industry.,80.2,35.4,14.6,59.3,65.7,68.6,70.7,55.6,"Farmworkers and laborers, crop, nursery, and greenhouse (12.3%)","Farmers, ranchers, and other agricultural managers (6.6%)","Graders and sorters, agricultural products (5.4%)"
660,333517,Machine Tool Manufacturing,333500,Metalworking machinery manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,89.8,80.1,11.9,74.7,64.5,65.9,72.3,48.9,Machinists (13.8%),Computer numerically controlled tool operators (7.8%),Tool and die makers (6.2%)
661,333912,Air and Gas Compressor Manufacturing,3330A1,"Machinery manufacturing (3331,2,4,9)",broad_parent,BLS matrix only publishes a broader parent line for this industry.,74.6,70.5,19.8,70.0,65.1,66.9,71.5,51.4,"Welders, cutters, solderers, and brazers (7.8%)",Machinists (4.1%),Mechanical engineers (3.7%)
662,812921,Photofinishing Laboratories (except One‑Hour),812900,Other personal services,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,87.7,90.4,4.0,80.2,65.1,65.9,65.1,63.6,Animal caretakers (33.8%),Parking attendants (16.7%),General and operations managers (4.2%)
663,712190,Nature Parks and Other Similar Institutions,712000,"Museums, historical sites, and similar institutions",broad_parent,BLS matrix only publishes a broader parent line for this industry.,81.9,57.1,31.9,63.5,67.5,70.3,66.0,57.7,Animal caretakers (4.7%),Customer service representatives (4.5%),General and operations managers (4.1%)
664,335314,Relay and Industrial Control Manufacturing,335300,Electrical equipment manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,61.8,61.7,26.7,66.4,68.3,69.4,72.4,51.5,"Inspectors, testers, sorters, samplers, and weighers (3.6%)",Electrical engineers (3.4%),First-line supervisors of production and operating workers (3.3%)
665,721191,Bed‑and‑Breakfast Inns,721100,Traveler accommodation,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,96.1,92.6,1.7,79.7,56.8,64.6,62.0,63.7,Maids and housekeeping cleaners (22.4%),"Hotel, motel, and resort desk clerks (13.1%)",Waiters and waitresses (7.2%)
666,335210,Small Electrical Appliance Manufacturing,335200,Household appliance manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,49.7,74.6,17.7,72.3,66.0,67.9,71.7,53.0,"Laborers and freight, stock, and material movers, hand (5.5%)",Industrial truck and tractor operators (3.6%),First-line supervisors of production and operating workers (3.0%)
667,339114,Dental Equipment and Supplies Manufacturing,339100,Medical equipment and supplies manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,76.5,69.8,19.9,70.8,68.9,68.9,72.0,53.5,Dental laboratory technicians (8.7%),Industrial engineers (4.2%),"Inspectors, testers, sorters, samplers, and weighers (4.2%)"
668,325110,Petrochemical Manufacturing,325000,Chemical manufacturing,broad_parent,BLS matrix only publishes a broader parent line for this industry.,89.7,67.7,21.2,70.3,69.7,69.5,74.1,54.6,Chemical equipment operators and tenders (13.1%),Packaging and filling machine operators and tenders (6.9%),First-line supervisors of production and operating workers (4.5%)
669,481219,Other Nonscheduled Air Transportation,481200,Nonscheduled air transportation,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,87.8,85.1,6.3,82.1,76.6,74.2,82.2,59.5,Commercial pilots (35.7%),Aircraft mechanics and service technicians (12.3%),General and operations managers (3.3%)
670,331529,Other Nonferrous Metal Foundries (except Die-Casting),331500,Foundries,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,91.9,87.6,7.3,78.0,63.5,64.6,72.0,50.4,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic (13.0%)","Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic (8.3%)",Foundry mold and coremakers (8.2%)
671,311221,Wet Corn Milling and Starch Manufacturing,311200,Grain and oilseed milling,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,88.2,82.3,8.8,77.1,66.5,67.8,73.0,55.6,Packaging and filling machine operators and tenders (10.9%),"Crushing, grinding, and polishing machine setters, operators, and tenders (7.0%)",Food batchmakers (6.1%)
672,334419,Other Electronic Component Manufacturing,334400,Semiconductor and other electronic component manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,73.6,44.4,43.5,57.2,69.0,69.6,73.2,50.5,Semiconductor processing technicians (7.7%),Industrial engineers (5.1%),Software developers (4.9%)
673,333511,Industrial Mold Manufacturing,333500,Metalworking machinery manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,89.8,80.1,11.9,74.7,64.5,65.9,72.3,48.9,Machinists (13.8%),Computer numerically controlled tool operators (7.8%),Tool and die makers (6.2%)
674,333996,Fluid Power Pump and Motor Manufacturing,3330A1,"Machinery manufacturing (3331,2,4,9)",broad_parent,BLS matrix only publishes a broader parent line for this industry.,74.6,70.5,19.8,70.0,65.1,66.9,71.5,51.4,"Welders, cutters, solderers, and brazers (7.8%)",Machinists (4.1%),Mechanical engineers (3.7%)
675,424440,Poultry and Poultry Product Merchant Wholesalers,4240A2,"Merchant wholesalers, nondurable goods (4242,6)",broad_parent,BLS matrix only publishes a broader parent line for this industry.,89.5,68.7,13.4,71.0,67.9,69.0,66.4,54.8,"Sales representatives, wholesale and manufacturing, technical and scientific products (11.2%)","Sales representatives, wholesale and manufacturing, except technical and scientific products (9.6%)",General and operations managers (5.2%)
676,532420,Office Machinery and Equipment Rental and Leasing,5320A1,"Rental and leasing services (5322,3,4)",broad_parent,BLS matrix only publishes a broader parent line for this industry.,88.4,82.7,7.8,77.2,66.8,67.6,69.1,57.3,"Laborers and freight, stock, and material movers, hand (8.7%)",Counter and rental clerks (7.6%),General and operations managers (6.1%)
677,335139,Electric Lamp Bulb and Other Lighting Equipment Manufacturing,335100,Electric lighting equipment manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,64.2,64.6,20.4,69.0,69.9,70.9,70.4,52.3,"Sales representatives, wholesale and manufacturing, except technical and scientific products (5.8%)",First-line supervisors of production and operating workers (3.7%),Customer service representatives (3.6%)
678,423740,Refrigeration Equipment and Supplies Merchant Wholesalers,423000,"Merchant wholesalers, durable goods",broad_parent,BLS matrix only publishes a broader parent line for this industry.,88.0,76.5,12.2,74.0,67.9,68.2,67.8,54.9,"Sales representatives, wholesale and manufacturing, except technical and scientific products (12.4%)","Laborers and freight, stock, and material movers, hand (6.7%)",General and operations managers (4.7%)
679,333995,Fluid Power Cylinder and Actuator Manufacturing,3330A1,"Machinery manufacturing (3331,2,4,9)",broad_parent,BLS matrix only publishes a broader parent line for this industry.,74.6,70.5,19.8,70.0,65.1,66.9,71.5,51.4,"Welders, cutters, solderers, and brazers (7.8%)",Machinists (4.1%),Mechanical engineers (3.7%)
680,325212,Synthetic Rubber Manufacturing,3250A2,"Chemical manufacturing (3255,6)",broad_parent,BLS matrix only publishes a broader parent line for this industry.,91.4,77.5,12.8,75.1,68.5,69.2,72.8,56.1,Chemical equipment operators and tenders (11.5%),Packaging and filling machine operators and tenders (10.2%),"Mixing and blending machine setters, operators, and tenders (7.8%)"
681,331313,Alumina Refining and Primary Aluminum Production,331300,Alumina and aluminum production and processing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,89.0,86.6,7.9,78.2,64.7,66.4,73.1,52.9,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic (7.9%)",First-line supervisors of production and operating workers (5.7%),"Extruding and drawing machine setters, operators, and tenders, metal and plastic (5.5%)"
682,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",331400,Nonferrous metal (except aluminum) production and processing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,89.7,83.1,11.0,76.8,66.7,67.6,73.3,52.3,"Extruding and drawing machine setters, operators, and tenders, metal and plastic (10.7%)",Metal-refining furnace operators and tenders (6.4%),First-line supervisors of production and operating workers (4.9%)
683,321219,Reconstituted Wood Product Manufacturing,321200,"Veneer, plywood, and engineered wood product manufacturing",numeric_parent,BLS matrix rolls this industry into a closely related parent line.,73.9,88.2,6.5,77.8,60.4,64.7,69.6,51.8,"Woodworking machine setters, operators, and tenders, except sawing (10.0%)","Laborers and freight, stock, and material movers, hand (6.8%)","Sawing machine setters, operators, and tenders, wood (6.3%)"
684,115210,Support Activities for Animal Production,115000,Support activities for agriculture and forestry,broad_parent,BLS matrix only publishes a broader parent line for this industry.,80.2,35.4,14.6,59.3,65.7,68.6,70.7,55.6,"Farmworkers and laborers, crop, nursery, and greenhouse (12.3%)","Farmers, ranchers, and other agricultural managers (6.6%)","Graders and sorters, agricultural products (5.4%)"
685,423440,Other Commercial Equipment Merchant Wholesalers,423400,Professional and commercial equipment and supplies merchant wholesalers,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,85.9,60.8,24.9,65.7,68.3,68.5,66.3,51.9,"Sales representatives, wholesale and manufacturing, technical and scientific products (11.1%)","Sales representatives, wholesale and manufacturing, except technical and scientific products (7.0%)",Software developers (4.5%)
686,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",334500,"Navigational, measuring, electromedical, and control instruments manufacturing",numeric_parent,BLS matrix rolls this industry into a closely related parent line.,73.7,37.3,46.9,54.4,71.3,71.0,72.3,49.7,Software developers (8.1%),Industrial engineers (3.9%),"Inspectors, testers, sorters, samplers, and weighers (3.0%)"
687,325312,Phosphatic Fertilizer Manufacturing,3250A2,"Chemical manufacturing (3255,6)",broad_parent,BLS matrix only publishes a broader parent line for this industry.,91.4,77.5,12.8,75.1,68.5,69.2,72.8,56.1,Chemical equipment operators and tenders (11.5%),Packaging and filling machine operators and tenders (10.2%),"Mixing and blending machine setters, operators, and tenders (7.8%)"
688,813940,Political Organizations,813900,"Business, professional, labor, political, and similar organizations",numeric_parent,BLS matrix rolls this industry into a closely related parent line.,84.6,42.1,38.4,58.1,71.5,73.9,66.7,57.4,Labor relations specialists (10.4%),General and operations managers (9.1%),"Secretaries and administrative assistants, except legal, medical, and executive (5.1%)"
689,324191,Petroleum Lubricating Oil and Grease Manufacturing,324000,Petroleum and coal products manufacturing,broad_parent,BLS matrix only publishes a broader parent line for this industry.,87.1,75.2,16.2,73.4,67.0,69.2,74.5,52.2,"Petroleum pump system operators, refinery operators, and gaugers (18.3%)",First-line supervisors of production and operating workers (5.0%),"Mixing and blending machine setters, operators, and tenders (3.9%)"
690,321114,Wood Preservation,321100,Sawmills and wood preservation,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,93.5,88.7,2.1,78.5,58.3,64.1,69.0,53.3,"Sawing machine setters, operators, and tenders, wood (18.2%)","Laborers and freight, stock, and material movers, hand (10.9%)",Industrial truck and tractor operators (8.6%)
691,331314,Secondary Smelting and Alloying of Aluminum,331300,Alumina and aluminum production and processing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,89.0,86.6,7.9,78.2,64.7,66.4,73.1,52.9,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic (7.9%)",First-line supervisors of production and operating workers (5.7%),"Extruding and drawing machine setters, operators, and tenders, metal and plastic (5.5%)"
692,611512,Flight Training,61150S,Technical and trade schools; state,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,68.3,23.7,71.0,45.7,70.5,72.9,70.4,64.3,"Career/technical education teachers, postsecondary (22.3%)","Secretaries and administrative assistants, except legal, medical, and executive (3.7%)","Education administrators, postsecondary (3.1%)"
693,424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),4240A3,"Merchant wholesalers, nondurable goods (4241,7,9)",broad_parent,BLS matrix only publishes a broader parent line for this industry.,91.1,78.4,6.8,75.3,65.5,66.8,67.6,55.2,"Sales representatives, wholesale and manufacturing, except technical and scientific products (12.3%)",Heavy and tractor-trailer truck drivers (10.5%),"Laborers and freight, stock, and material movers, hand (8.4%)"
694,488999,All Other Support Activities for Transportation,488900,Other support activities for transportation,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,80.8,86.8,3.6,79.2,64.8,67.2,70.1,56.8,"Packers and packagers, hand (11.8%)","Laborers and freight, stock, and material movers, hand (10.1%)",Heavy and tractor-trailer truck drivers (9.9%)
695,332111,Iron and Steel Forging,332000,Fabricated metal product manufacturing,broad_parent,BLS matrix only publishes a broader parent line for this industry.,85.9,84.5,8.3,76.9,63.7,65.3,71.6,51.4,"Welders, cutters, solderers, and brazers (7.7%)",Machinists (7.0%),First-line supervisors of production and operating workers (4.8%)
696,541860,Direct Mail Advertising,541800,"Advertising, public relations, and related services",numeric_parent,BLS matrix rolls this industry into a closely related parent line.,84.6,37.1,45.6,53.3,67.3,72.7,62.7,51.1,Advertising sales agents (9.5%),Public relations specialists (8.0%),Market research analysts and marketing specialists (7.4%)
697,332618,Other Fabricated Wire Product Manufacturing,3320A2,"Fabricated metal product manufacturing (3323,4)",broad_parent,BLS matrix only publishes a broader parent line for this industry.,83.9,85.2,8.2,76.9,62.3,64.9,70.8,52.5,"Welders, cutters, solderers, and brazers (13.7%)","Cutting, punching, and press machine setters, operators, and tenders, metal and plastic (4.7%)",First-line supervisors of production and operating workers (4.7%)
698,334514,Totalizing Fluid Meter and Counting Device Manufacturing,334500,"Navigational, measuring, electromedical, and control instruments manufacturing",numeric_parent,BLS matrix rolls this industry into a closely related parent line.,73.7,37.3,46.9,54.4,71.3,71.0,72.3,49.7,Software developers (8.1%),Industrial engineers (3.9%),"Inspectors, testers, sorters, samplers, and weighers (3.0%)"
699,321211,Hardwood Veneer and Plywood Manufacturing,321200,"Veneer, plywood, and engineered wood product manufacturing",numeric_parent,BLS matrix rolls this industry into a closely related parent line.,73.9,88.2,6.5,77.8,60.4,64.7,69.6,51.8,"Woodworking machine setters, operators, and tenders, except sawing (10.0%)","Laborers and freight, stock, and material movers, hand (6.8%)","Sawing machine setters, operators, and tenders, wood (6.3%)"
700,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing",5320A1,"Rental and leasing services (5322,3,4)",broad_parent,BLS matrix only publishes a broader parent line for this industry.,88.4,82.7,7.8,77.2,66.8,67.6,69.1,57.3,"Laborers and freight, stock, and material movers, hand (8.7%)",Counter and rental clerks (7.6%),General and operations managers (6.1%)
701,333241,Food Product Machinery Manufacturing,3330A1,"Machinery manufacturing (3331,2,4,9)",broad_parent,BLS matrix only publishes a broader parent line for this industry.,74.6,70.5,19.8,70.0,65.1,66.9,71.5,51.4,"Welders, cutters, solderers, and brazers (7.8%)",Machinists (4.1%),Mechanical engineers (3.7%)
702,327213,Glass Container Manufacturing,327000,Nonmetallic mineral product manufacturing,broad_parent,BLS matrix only publishes a broader parent line for this industry.,89.5,89.2,4.8,79.6,64.1,65.9,72.8,53.0,Heavy and tractor-trailer truck drivers (18.4%),"Molders, shapers, and casters, except metal and plastic (5.3%)","Laborers and freight, stock, and material movers, hand (3.8%)"
703,322230,Stationery Product Manufacturing,322200,Converted paper product manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,93.0,89.4,5.5,80.1,65.5,67.3,72.1,58.2,"Paper goods machine setters, operators, and tenders (24.2%)","Laborers and freight, stock, and material movers, hand (5.0%)",Industrial truck and tractor operators (4.9%)
704,532281,Formal Wear and Costume Rental,532000,Rental and leasing services,broad_parent,BLS matrix only publishes a broader parent line for this industry.,89.1,86.2,5.4,78.8,67.6,66.6,68.0,58.3,Counter and rental clerks (15.8%),"Laborers and freight, stock, and material movers, hand (6.1%)",General and operations managers (5.1%)
705,424460,Fish and Seafood Merchant Wholesalers,4240A2,"Merchant wholesalers, nondurable goods (4242,6)",broad_parent,BLS matrix only publishes a broader parent line for this industry.,89.5,68.7,13.4,71.0,67.9,69.0,66.4,54.8,"Sales representatives, wholesale and manufacturing, technical and scientific products (11.2%)","Sales representatives, wholesale and manufacturing, except technical and scientific products (9.6%)",General and operations managers (5.2%)
706,323120,Support Activities for Printing,323000,Printing and related support activities,broad_parent,BLS matrix only publishes a broader parent line for this industry.,93.3,84.6,8.9,77.7,65.4,70.0,69.5,55.8,Printing press operators (23.9%),Print binding and finishing workers (8.6%),Customer service representatives (4.5%)
707,312113,Ice Manufacturing,312100,Beverage manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,95.8,84.6,8.2,76.3,60.0,65.4,67.5,56.8,Bartenders (11.7%),Packaging and filling machine operators and tenders (8.5%),"Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders (7.6%)"
708,325311,Nitrogenous Fertilizer Manufacturing,3250A2,"Chemical manufacturing (3255,6)",broad_parent,BLS matrix only publishes a broader parent line for this industry.,91.4,77.5,12.8,75.1,68.5,69.2,72.8,56.1,Chemical equipment operators and tenders (11.5%),Packaging and filling machine operators and tenders (10.2%),"Mixing and blending machine setters, operators, and tenders (7.8%)"
709,311613,Rendering and Meat Byproduct Processing,311600,Animal slaughtering and processing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,92.9,93.2,2.8,80.9,61.5,64.9,70.8,56.6,"Meat, poultry, and fish cutters and trimmers (18.6%)",Slaughterers and meat packers (11.2%),"Laborers and freight, stock, and material movers, hand (7.0%)"
710,483114,Coastal and Great Lakes Passenger Transportation,483100,"Deep sea, coastal, and great lakes water transportation",numeric_parent,BLS matrix rolls this industry into a closely related parent line.,84.9,80.1,9.5,77.1,70.7,71.1,71.2,57.0,Customer service representatives (16.0%),Sailors and marine oilers (10.8%),"Captains, mates, and pilots of water vessels (10.7%)"
711,212390,Other Nonmetallic Mineral Mining and Quarrying,212300,Nonmetallic mineral mining and quarrying,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,92.9,91.6,2.2,81.8,63.0,69.2,75.1,57.1,"Excavating and loading machine and dragline operators, surface mining (15.4%)",Heavy and tractor-trailer truck drivers (10.0%),Operating engineers and other construction equipment operators (9.9%)
712,212319,Other Crushed and Broken Stone Mining and Quarrying,212300,Nonmetallic mineral mining and quarrying,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,92.9,91.6,2.2,81.8,63.0,69.2,75.1,57.1,"Excavating and loading machine and dragline operators, surface mining (15.4%)",Heavy and tractor-trailer truck drivers (10.0%),Operating engineers and other construction equipment operators (9.9%)
713,339994,"Broom, Brush and Mop Manufacturing",339900,Other miscellaneous manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,71.2,73.3,16.2,72.0,66.7,68.0,69.6,53.0,"Sales representatives, wholesale and manufacturing, except technical and scientific products (4.1%)",First-line supervisors of production and operating workers (4.0%),General and operations managers (3.8%)
714,334516,Analytical Laboratory Instrument Manufacturing,334500,"Navigational, measuring, electromedical, and control instruments manufacturing",numeric_parent,BLS matrix rolls this industry into a closely related parent line.,73.7,37.3,46.9,54.4,71.3,71.0,72.3,49.7,Software developers (8.1%),Industrial engineers (3.9%),"Inspectors, testers, sorters, samplers, and weighers (3.0%)"
715,336414,Guided Missile and Space Vehicle Manufacturing,336400,Aerospace product and parts manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,79.1,52.7,37.5,61.5,70.4,69.3,75.0,48.9,"Aircraft structure, surfaces, rigging, and systems assemblers (5.4%)",Aerospace engineers (4.7%),Software developers (4.5%)
716,333993,Packaging Machinery Manufacturing,333000,Machinery manufacturing,broad_parent,BLS matrix only publishes a broader parent line for this industry.,77.8,70.8,19.7,70.2,65.3,66.9,71.7,50.9,"Welders, cutters, solderers, and brazers (6.2%)",Machinists (5.6%),Mechanical engineers (3.7%)
717,483212,Inland Water Passenger Transportation,483200,Inland water transportation,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,88.8,91.7,2.3,83.2,67.9,69.5,78.2,62.3,"Captains, mates, and pilots of water vessels (31.8%)",Sailors and marine oilers (25.8%),"Tank car, truck, and ship loaders (5.6%)"
718,325220,Artificial and Synthetic Fibers and Filaments Manufacturing,3250A1,"Chemical manufacturing (3251,2,3,9)",broad_parent,BLS matrix only publishes a broader parent line for this industry.,90.5,71.6,18.7,72.2,69.5,69.4,75.1,54.3,Chemical equipment operators and tenders (18.0%),First-line supervisors of production and operating workers (5.1%),Chemical plant and system operators (3.2%)
719,315120,Apparel Knitting Mills,315000,Apparel manufacturing,broad_parent,BLS matrix only publishes a broader parent line for this industry.,86.3,84.5,8.1,75.0,59.1,62.4,64.1,51.5,Sewing machine operators (31.5%),First-line supervisors of production and operating workers (3.3%),General and operations managers (3.1%)
720,325130,Synthetic Dye and Pigment Manufacturing,3250A2,"Chemical manufacturing (3255,6)",broad_parent,BLS matrix only publishes a broader parent line for this industry.,91.4,77.5,12.8,75.1,68.5,69.2,72.8,56.1,Chemical equipment operators and tenders (11.5%),Packaging and filling machine operators and tenders (10.2%),"Mixing and blending machine setters, operators, and tenders (7.8%)"
721,311512,Creamery Butter Manufacturing,311500,Dairy product manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,93.4,89.6,5.7,80.1,65.6,66.8,73.1,55.8,Food batchmakers (15.5%),Packaging and filling machine operators and tenders (14.4%),"Laborers and freight, stock, and material movers, hand (5.0%)"
722,519210,Libraries and Archives,519000,"Web search portals, libraries, archives, and other information services",broad_parent,BLS matrix only publishes a broader parent line for this industry.,79.2,17.3,67.7,42.9,72.4,71.0,67.8,50.1,Software developers (26.3%),"Library assistants, clerical (4.3%)",Market research analysts and marketing specialists (4.2%)
723,339940,Office Supplies (except Paper) Manufacturing,339900,Other miscellaneous manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,71.2,73.3,16.2,72.0,66.7,68.0,69.6,53.0,"Sales representatives, wholesale and manufacturing, except technical and scientific products (4.1%)",First-line supervisors of production and operating workers (4.0%),General and operations managers (3.8%)
724,332613,Spring Manufacturing,332000,Fabricated metal product manufacturing,broad_parent,BLS matrix only publishes a broader parent line for this industry.,85.9,84.5,8.3,76.9,63.7,65.3,71.6,51.4,"Welders, cutters, solderers, and brazers (7.7%)",Machinists (7.0%),First-line supervisors of production and operating workers (4.8%)
725,611630,Language Schools,61160P,Other schools and instruction; private,numeric_parent,BLS matrix rolls this industry into a closely related parent line. Fallback selected after a more specific BLS line did not expose detailed occupation rows.,89.5,22.2,71.7,43.2,66.2,70.2,62.6,63.7,Self-enrichment teachers (32.1%),Tutors (12.1%),Coaches and scouts (11.6%)
726,611210,Junior Colleges,61120S,Junior colleges; state,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,82.6,21.9,70.3,45.0,71.6,72.5,67.8,63.3,"Career/technical education teachers, postsecondary (9.1%)","Education administrators, postsecondary (4.4%)","Educational, guidance, and career counselors and advisors (4.2%)"
727,325992,"Photographic Film, Paper, Plate, Chemical, and Copy Toner Manufacturing",3250A1,"Chemical manufacturing (3251,2,3,9)",broad_parent,BLS matrix only publishes a broader parent line for this industry.,90.5,71.6,18.7,72.2,69.5,69.4,75.1,54.3,Chemical equipment operators and tenders (18.0%),First-line supervisors of production and operating workers (5.1%),Chemical plant and system operators (3.2%)
728,334417,Electronic Connector Manufacturing,334400,Semiconductor and other electronic component manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,73.6,44.4,43.5,57.2,69.0,69.6,73.2,50.5,Semiconductor processing technicians (7.7%),Industrial engineers (5.1%),Software developers (4.9%)
729,339995,Burial Casket Manufacturing,339900,Other miscellaneous manufacturing,numeric_parent,BLS matrix rolls this industry into a closely related parent line.,71.2,73.3,16.2,72.0,66.7,68.0,69.6,53.0,"Sales representatives, wholesale and manufacturing, except technical and scientific products (4.1%)",First-line supervisors of production and operating workers (4.0%),General and operations managers (3.8%)
730,541870,Advertising Material Distribution Services,541800,"Advertising, public relations, and related services",numeric_parent,BLS matrix rolls this industry into a closely related parent line.,84.6,37.1,45.6,53.3,67.3,72.7,62.7,51.1,Advertising sales agents (9.5%),Public relations specialists (8.0%),Market research analysts and marketing specialists (7.4%)
731,424920,"Book, Periodical, and Newspaper Merchant Wholesalers",4240A2,"Merchant wholesalers, nondurable goods (4242,6)",broad_parent,BLS matrix only publishes a broader parent line for this industry.,89.5,68.7,13.4,71.0,67.9,69.0,66.4,54.8,"Sales representatives, wholesale and manufacturing, technical and scientific products (11.2%)","Sales representatives, wholesale and manufacturing, except technical and scientific products (9.6%)",General and operations managers (5.2%)
